,name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter
8368,Michelle,2001,11,4,0,19.7,-83.7,hurricane,4,115,938,NA,NA
8369,Michelle,2001,11,4,6,20.1,-83.3,hurricane,4,120,944,NA,NA
8370,Michelle,2001,11,4,12,20.8,-82.5,hurricane,4,120,947,NA,NA
8371,Michelle,2001,11,4,18,21.5,-81.8,hurricane,4,120,949,NA,NA
8372,Michelle,2001,11,4,23,22.1,-81.2,hurricane,4,115,950,NA,NA
8373,Michelle,2001,11,5,0,22.3,-80.9,hurricane,3,105,953,NA,NA
8374,Michelle,2001,11,5,6,23.1,-79.7,hurricane,1,80,972,NA,NA
8375,Michelle,2001,11,5,12,24.3,-78,hurricane,1,80,974,NA,NA
8376,Michelle,2001,11,5,18,25.4,-76.4,hurricane,1,75,980,NA,NA
8387,Noel,2001,11,5,12,37.8,-50.3,hurricane,1,65,986,NA,NA
8388,Noel,2001,11,5,18,38.8,-50.2,hurricane,1,65,986,NA,NA
8406,Olga,2001,11,26,12,30.6,-55.9,hurricane,1,65,979,NA,NA
8407,Olga,2001,11,26,18,31.1,-56,hurricane,1,65,977,NA,NA
8408,Olga,2001,11,27,0,32.1,-56.2,hurricane,1,75,975,NA,NA
8409,Olga,2001,11,27,6,32.6,-57,hurricane,1,80,973,NA,NA
8410,Olga,2001,11,27,12,31.5,-57.2,hurricane,1,80,974,NA,NA
8411,Olga,2001,11,27,18,32,-56,hurricane,1,75,975,NA,NA
8412,Olga,2001,11,28,0,32.3,-55.8,hurricane,1,75,975,NA,NA
8413,Olga,2001,11,28,6,32.6,-55.7,hurricane,1,75,975,NA,NA
8414,Olga,2001,11,28,12,32.4,-56.2,hurricane,1,75,977,NA,NA
8415,Olga,2001,11,28,18,31.4,-57,hurricane,1,70,979,NA,NA
8416,Olga,2001,11,29,0,30.3,-57.6,hurricane,1,65,987,NA,NA
8583,Gustav,2002,9,11,12,38,-70.8,hurricane,1,70,971,NA,NA
8584,Gustav,2002,9,11,18,40.3,-66.8,hurricane,2,85,964,NA,NA
8585,Gustav,2002,9,12,0,43.1,-62.8,hurricane,1,80,962,NA,NA
8586,Gustav,2002,9,12,4,45.3,-60.8,hurricane,1,80,960,NA,NA
8587,Gustav,2002,9,12,4,45.6,-60.4,hurricane,1,80,960,NA,NA
8588,Gustav,2002,9,12,6,46.5,-59.6,hurricane,1,75,960,NA,NA
8589,Gustav,2002,9,12,9,47.6,-58.6,hurricane,1,65,963,NA,NA
8638,Isidore,2002,9,19,18,20.4,-81.7,hurricane,1,65,983,NA,NA
8639,Isidore,2002,9,20,0,20.7,-82.3,hurricane,1,75,979,NA,NA
8640,Isidore,2002,9,20,6,21.1,-83,hurricane,2,90,967,NA,NA
8641,Isidore,2002,9,20,12,21.5,-83.5,hurricane,2,85,966,NA,NA
8642,Isidore,2002,9,20,18,21.8,-84,hurricane,1,75,965,NA,NA
8643,Isidore,2002,9,20,21,22,-84.1,hurricane,1,75,964,NA,NA
8644,Isidore,2002,9,21,0,22.1,-84.3,hurricane,1,75,964,NA,NA
8645,Isidore,2002,9,21,6,22.3,-85.1,hurricane,2,85,964,NA,NA
8646,Isidore,2002,9,21,12,22,-85.8,hurricane,3,100,955,NA,NA
8647,Isidore,2002,9,21,18,21.9,-86.1,hurricane,3,110,946,NA,NA
8648,Isidore,2002,9,22,0,22.1,-86.5,hurricane,3,110,947,NA,NA
8649,Isidore,2002,9,22,6,22,-87.4,hurricane,3,110,936,NA,NA
8650,Isidore,2002,9,22,12,21.9,-88.2,hurricane,3,110,934,NA,NA
8651,Isidore,2002,9,22,18,21.6,-88.9,hurricane,3,110,935,NA,NA
8652,Isidore,2002,9,22,21,21.3,-89.3,hurricane,3,110,936,NA,NA
8653,Isidore,2002,9,23,0,21,-89.4,hurricane,3,100,950,NA,NA
8654,Isidore,2002,9,23,6,20.6,-89.6,hurricane,1,70,952,NA,NA
8702,Kyle,2002,9,25,18,29,-55.3,hurricane,1,65,987,NA,NA
8703,Kyle,2002,9,26,0,28.6,-56.6,hurricane,1,65,987,NA,NA
8704,Kyle,2002,9,26,6,28.2,-57.5,hurricane,1,70,984,NA,NA
8705,Kyle,2002,9,26,12,27.9,-58.3,hurricane,1,75,982,NA,NA
8706,Kyle,2002,9,26,18,27.8,-59,hurricane,1,75,981,NA,NA
8707,Kyle,2002,9,27,0,27.5,-59.5,hurricane,1,75,980,NA,NA
8708,Kyle,2002,9,27,6,27.1,-60,hurricane,1,75,982,NA,NA
8709,Kyle,2002,9,27,12,27,-60.4,hurricane,1,75,982,NA,NA
8710,Kyle,2002,9,27,18,26.8,-60.8,hurricane,1,70,984,NA,NA
8711,Kyle,2002,9,28,0,26.5,-61.4,hurricane,1,70,984,NA,NA
8712,Kyle,2002,9,28,6,26.3,-62.3,hurricane,1,65,987,NA,NA
8807,Lili,2002,9,30,12,19.6,-79.6,hurricane,1,65,986,NA,NA
8808,Lili,2002,9,30,14,19.7,-79.8,hurricane,1,65,986,NA,NA
8809,Lili,2002,9,30,18,20,-80.3,hurricane,1,65,984,NA,NA
8810,Lili,2002,10,1,0,20.5,-81.1,hurricane,1,70,978,NA,NA
8811,Lili,2002,10,1,6,21,-82.2,hurricane,1,75,970,NA,NA
8812,Lili,2002,10,1,11,21.3,-83,hurricane,2,90,971,NA,NA
8813,Lili,2002,10,1,12,21.6,-83.2,hurricane,2,90,971,NA,NA
8814,Lili,2002,10,1,14,22.1,-84,hurricane,2,90,971,NA,NA
8815,Lili,2002,10,1,18,22.4,-84.4,hurricane,2,90,971,NA,NA
8816,Lili,2002,10,2,0,23,-85.7,hurricane,2,90,967,NA,NA
8817,Lili,2002,10,2,6,23.6,-87.2,hurricane,3,100,962,NA,NA
8818,Lili,2002,10,2,12,24.4,-88.3,hurricane,3,110,952,NA,NA
8819,Lili,2002,10,2,18,25.4,-89.5,hurricane,4,120,941,NA,NA
8820,Lili,2002,10,2,20,25.9,-89.9,hurricane,4,125,938,NA,NA
8821,Lili,2002,10,3,0,26.7,-90.3,hurricane,4,125,940,NA,NA
8822,Lili,2002,10,3,6,28.1,-91.4,hurricane,3,105,957,NA,NA
8823,Lili,2002,10,3,12,29.2,-92.1,hurricane,1,80,962,NA,NA
8824,Lili,2002,10,3,13,29.5,-92.2,hurricane,1,80,963,NA,NA
8918,Claudette,2003,7,10,12,17.5,-82.8,hurricane,1,70,988,NA,NA
8938,Claudette,2003,7,15,6,27.9,-94.6,hurricane,1,65,987,NA,NA
8939,Claudette,2003,7,15,12,28.3,-95.5,hurricane,1,75,982,NA,NA
8940,Claudette,2003,7,15,15,28.3,-96.2,hurricane,1,80,979,NA,NA
8941,Claudette,2003,7,15,18,28.6,-96.9,hurricane,1,70,984,NA,NA
8958,Danny,2003,7,18,18,39.2,-53.4,hurricane,1,65,1002,NA,NA
8959,Danny,2003,7,19,0,40.1,-51.7,hurricane,1,65,1001,NA,NA
8960,Danny,2003,7,19,6,41.1,-50,hurricane,1,65,1000,NA,NA
8961,Danny,2003,7,19,12,42.1,-47.8,hurricane,1,65,1001,NA,NA
9015,Erika,2003,8,16,10,25.3,-97.4,hurricane,1,65,986,NA,NA
9016,Erika,2003,8,16,12,25.2,-97.6,hurricane,1,65,988,NA,NA
9032,Fabian,2003,8,30,0,16.3,-45.6,hurricane,1,65,987,NA,NA
9033,Fabian,2003,8,30,6,16.7,-46.9,hurricane,1,70,984,NA,NA
9034,Fabian,2003,8,30,12,17,-48,hurricane,2,85,973,NA,NA
9035,Fabian,2003,8,30,18,17.3,-49.2,hurricane,3,100,960,NA,NA
9036,Fabian,2003,8,31,0,17.6,-50.3,hurricane,3,110,952,NA,NA
9037,Fabian,2003,8,31,6,17.8,-51.4,hurricane,3,110,952,NA,NA
9038,Fabian,2003,8,31,12,18,-52.5,hurricane,3,110,952,NA,NA
9039,Fabian,2003,8,31,18,18.2,-53.5,hurricane,4,115,948,NA,NA
9040,Fabian,2003,9,1,0,18.3,-54.3,hurricane,4,120,945,NA,NA
9041,Fabian,2003,9,1,6,18.5,-55.3,hurricane,4,120,949,NA,NA
9042,Fabian,2003,9,1,12,18.7,-56.3,hurricane,4,120,949,NA,NA
9043,Fabian,2003,9,1,18,19,-57.3,hurricane,4,125,944,NA,NA
9044,Fabian,2003,9,2,0,19.3,-58.3,hurricane,4,125,943,NA,NA
9045,Fabian,2003,9,2,6,19.6,-59.2,hurricane,4,120,945,NA,NA
9046,Fabian,2003,9,2,12,20.1,-59.9,hurricane,4,120,945,NA,NA
9047,Fabian,2003,9,2,18,20.5,-60.7,hurricane,4,120,946,NA,NA
9048,Fabian,2003,9,3,0,20.9,-61.3,hurricane,4,115,945,NA,NA
9049,Fabian,2003,9,3,6,21.3,-61.8,hurricane,3,110,945,NA,NA
9050,Fabian,2003,9,3,12,21.9,-62.3,hurricane,3,110,945,NA,NA
9051,Fabian,2003,9,3,18,22.5,-62.8,hurricane,3,110,944,NA,NA
9052,Fabian,2003,9,4,0,23.2,-63,hurricane,4,115,939,NA,NA
9053,Fabian,2003,9,4,6,23.8,-63.3,hurricane,3,105,944,NA,NA
9054,Fabian,2003,9,4,12,24.8,-63.8,hurricane,3,105,944,NA,NA
9055,Fabian,2003,9,4,18,25.8,-64.3,hurricane,3,110,941,NA,NA
9056,Fabian,2003,9,5,0,27.1,-64.6,hurricane,4,115,940,NA,NA
9057,Fabian,2003,9,5,6,28.6,-65.1,hurricane,3,105,946,NA,NA
9058,Fabian,2003,9,5,12,30.1,-65.3,hurricane,3,105,951,NA,NA
9059,Fabian,2003,9,5,18,31.8,-65.3,hurricane,3,105,950,NA,NA
9060,Fabian,2003,9,6,0,33.4,-64.7,hurricane,3,100,953,NA,NA
9061,Fabian,2003,9,6,6,34.9,-64,hurricane,3,100,956,NA,NA
9062,Fabian,2003,9,6,12,36,-62.4,hurricane,3,100,957,NA,NA
9063,Fabian,2003,9,6,18,36.9,-60.4,hurricane,3,100,958,NA,NA
9064,Fabian,2003,9,7,0,37.9,-58.2,hurricane,2,90,962,NA,NA
9065,Fabian,2003,9,7,6,39.1,-55.7,hurricane,2,85,965,NA,NA
9066,Fabian,2003,9,7,12,40.6,-53.4,hurricane,1,80,967,NA,NA
9067,Fabian,2003,9,7,18,42.3,-50.7,hurricane,1,75,972,NA,NA
9068,Fabian,2003,9,8,0,44.3,-47.9,hurricane,1,70,975,NA,NA
9069,Fabian,2003,9,8,6,46.3,-44.7,hurricane,1,70,977,NA,NA
9070,Fabian,2003,9,8,12,48.7,-40.8,hurricane,1,65,980,NA,NA
9117,Isabel,2003,9,7,12,14.4,-37.3,hurricane,1,65,987,NA,NA
9118,Isabel,2003,9,7,18,15.2,-38.5,hurricane,1,70,984,NA,NA
9119,Isabel,2003,9,8,0,15.8,-39.7,hurricane,1,80,976,NA,NA
9120,Isabel,2003,9,8,6,16.5,-40.9,hurricane,2,95,966,NA,NA
9121,Isabel,2003,9,8,12,17.1,-42,hurricane,3,110,952,NA,NA
9122,Isabel,2003,9,8,18,17.6,-43.1,hurricane,3,110,952,NA,NA
9123,Isabel,2003,9,9,0,18.2,-44.1,hurricane,4,115,948,NA,NA
9124,Isabel,2003,9,9,6,18.9,-45.2,hurricane,4,115,948,NA,NA
9125,Isabel,2003,9,9,12,19.4,-46.3,hurricane,4,115,948,NA,NA
9126,Isabel,2003,9,9,18,20,-47.3,hurricane,4,115,948,NA,NA
9127,Isabel,2003,9,10,0,20.5,-48.3,hurricane,3,110,952,NA,NA
9128,Isabel,2003,9,10,6,20.9,-49.4,hurricane,3,110,952,NA,NA
9129,Isabel,2003,9,10,12,21.1,-50.4,hurricane,4,115,948,NA,NA
9130,Isabel,2003,9,10,18,21.1,-51.4,hurricane,4,120,942,NA,NA
9131,Isabel,2003,9,11,0,21.2,-52.3,hurricane,4,125,935,NA,NA
9132,Isabel,2003,9,11,6,21.3,-53.2,hurricane,4,125,935,NA,NA
9133,Isabel,2003,9,11,12,21.4,-54,hurricane,4,135,925,NA,NA
9134,Isabel,2003,9,11,18,21.5,-54.8,hurricane,5,145,915,NA,NA
9135,Isabel,2003,9,12,0,21.6,-55.7,hurricane,5,140,920,NA,NA
9136,Isabel,2003,9,12,6,21.7,-56.6,hurricane,5,140,920,NA,NA
9137,Isabel,2003,9,12,12,21.6,-57.4,hurricane,5,140,920,NA,NA
9138,Isabel,2003,9,12,18,21.7,-58.2,hurricane,5,140,920,NA,NA
9139,Isabel,2003,9,13,0,21.8,-59.1,hurricane,4,135,925,NA,NA
9140,Isabel,2003,9,13,6,21.9,-60.1,hurricane,4,130,935,NA,NA
9141,Isabel,2003,9,13,12,22.1,-61,hurricane,4,135,935,NA,NA
9142,Isabel,2003,9,13,18,22.5,-62.1,hurricane,5,140,932,NA,NA
9143,Isabel,2003,9,14,0,22.9,-63.3,hurricane,4,135,935,NA,NA
9144,Isabel,2003,9,14,6,23.2,-64.6,hurricane,4,135,939,NA,NA
9145,Isabel,2003,9,14,12,23.5,-65.8,hurricane,4,135,935,NA,NA
9146,Isabel,2003,9,14,18,23.9,-67,hurricane,5,140,933,NA,NA
9147,Isabel,2003,9,15,0,24.3,-67.9,hurricane,4,130,937,NA,NA
9148,Isabel,2003,9,15,6,24.5,-68.8,hurricane,4,125,940,NA,NA
9149,Isabel,2003,9,15,12,24.8,-69.4,hurricane,4,120,946,NA,NA
9150,Isabel,2003,9,15,18,25.3,-69.8,hurricane,4,115,949,NA,NA
9151,Isabel,2003,9,16,0,25.7,-70.2,hurricane,3,105,952,NA,NA
9152,Isabel,2003,9,16,6,26.3,-70.5,hurricane,3,100,955,NA,NA
9153,Isabel,2003,9,16,12,26.8,-70.9,hurricane,2,95,959,NA,NA
9154,Isabel,2003,9,16,18,27.4,-71.2,hurricane,2,95,959,NA,NA
9155,Isabel,2003,9,17,0,28.1,-71.5,hurricane,2,95,957,NA,NA
9156,Isabel,2003,9,17,6,28.9,-71.9,hurricane,2,95,957,NA,NA
9157,Isabel,2003,9,17,12,29.7,-72.5,hurricane,2,90,957,NA,NA
9158,Isabel,2003,9,17,18,30.6,-73,hurricane,2,90,955,NA,NA
9159,Isabel,2003,9,18,0,31.5,-73.5,hurricane,2,90,953,NA,NA
9160,Isabel,2003,9,18,6,32.5,-74.3,hurricane,2,90,956,NA,NA
9161,Isabel,2003,9,18,12,33.7,-75.2,hurricane,2,90,956,NA,NA
9162,Isabel,2003,9,18,17,34.9,-76.2,hurricane,2,90,957,NA,NA
9163,Isabel,2003,9,18,18,35.1,-76.4,hurricane,2,85,958,NA,NA
9164,Isabel,2003,9,19,0,36.7,-77.7,hurricane,1,65,969,NA,NA
9187,Juan,2003,9,26,12,31.8,-62,hurricane,1,65,987,NA,NA
9188,Juan,2003,9,26,18,32.5,-62,hurricane,1,70,987,NA,NA
9189,Juan,2003,9,27,0,33.3,-62,hurricane,1,75,984,NA,NA
9190,Juan,2003,9,27,6,34.4,-62.2,hurricane,1,75,981,NA,NA
9191,Juan,2003,9,27,12,35.2,-62.8,hurricane,1,75,979,NA,NA
9192,Juan,2003,9,27,18,35.5,-63.2,hurricane,2,90,969,NA,NA
9193,Juan,2003,9,28,0,36.3,-63.6,hurricane,2,90,970,NA,NA
9194,Juan,2003,9,28,6,37.1,-64,hurricane,2,90,970,NA,NA
9195,Juan,2003,9,28,12,38.5,-64.1,hurricane,2,90,970,NA,NA
9196,Juan,2003,9,28,18,40.2,-64.1,hurricane,2,90,970,NA,NA
9197,Juan,2003,9,29,0,42.8,-63.9,hurricane,2,85,972,NA,NA
9198,Juan,2003,9,29,3,44.4,-63.8,hurricane,2,85,973,NA,NA
9199,Juan,2003,9,29,6,46,-63.8,hurricane,1,65,982,NA,NA
9217,Kate,2003,9,29,18,29.2,-36.8,hurricane,1,65,987,NA,NA
9218,Kate,2003,9,30,0,30,-35.4,hurricane,1,65,987,NA,NA
9225,Kate,2003,10,1,18,31.7,-40.9,hurricane,1,65,987,NA,NA
9226,Kate,2003,10,2,0,31.1,-42.1,hurricane,1,65,987,NA,NA
9227,Kate,2003,10,2,6,30.3,-43,hurricane,1,75,979,NA,NA
9228,Kate,2003,10,2,12,30.1,-43.6,hurricane,1,75,979,NA,NA
9229,Kate,2003,10,2,18,29.9,-44.7,hurricane,1,80,976,NA,NA
9230,Kate,2003,10,3,0,29.6,-45.8,hurricane,1,80,976,NA,NA
9231,Kate,2003,10,3,6,29.4,-46.9,hurricane,2,90,970,NA,NA
9232,Kate,2003,10,3,12,29.4,-47.8,hurricane,2,90,970,NA,NA
9233,Kate,2003,10,3,18,29.6,-49.1,hurricane,3,100,962,NA,NA
9234,Kate,2003,10,4,0,29.9,-50.3,hurricane,3,100,962,NA,NA
9235,Kate,2003,10,4,6,30.1,-51.6,hurricane,3,100,962,NA,NA
9236,Kate,2003,10,4,12,30.1,-52.8,hurricane,3,105,956,NA,NA
9237,Kate,2003,10,4,18,30.2,-54,hurricane,3,110,952,NA,NA
9238,Kate,2003,10,5,0,30.3,-54.7,hurricane,3,100,962,NA,NA
9239,Kate,2003,10,5,6,30.4,-55.5,hurricane,2,95,968,NA,NA
9240,Kate,2003,10,5,12,30.7,-56.1,hurricane,2,90,973,NA,NA
9241,Kate,2003,10,5,18,31.4,-56.4,hurricane,2,85,975,NA,NA
9242,Kate,2003,10,6,0,32.3,-56.2,hurricane,1,80,977,NA,NA
9243,Kate,2003,10,6,6,33.5,-56,hurricane,1,80,977,NA,NA
9244,Kate,2003,10,6,12,35.2,-55.6,hurricane,1,75,979,NA,NA
9245,Kate,2003,10,6,18,36.9,-55,hurricane,1,70,983,NA,NA
9246,Kate,2003,10,7,0,38.6,-54,hurricane,1,65,987,NA,NA
9443,Alex,2004,8,3,6,33,-77.4,hurricane,1,70,983,130,40
9444,Alex,2004,8,3,12,34.2,-76.4,hurricane,2,85,974,130,40
9445,Alex,2004,8,3,18,35.3,-75.2,hurricane,2,85,972,165,50
9446,Alex,2004,8,4,0,36,-73.7,hurricane,1,80,974,155,55
9447,Alex,2004,8,4,6,36.8,-72.1,hurricane,1,80,973,195,65
9448,Alex,2004,8,4,12,37.3,-70.2,hurricane,2,85,973,195,65
9449,Alex,2004,8,4,18,37.8,-68.3,hurricane,2,95,965,225,65
9450,Alex,2004,8,5,0,38.5,-66,hurricane,3,105,957,225,70
9451,Alex,2004,8,5,6,39.5,-63.1,hurricane,3,105,957,300,70
9452,Alex,2004,8,5,12,40.8,-59.6,hurricane,3,100,962,380,70
9453,Alex,2004,8,5,18,42.7,-55,hurricane,2,90,970,375,50
9454,Alex,2004,8,6,0,44.5,-49.3,hurricane,1,75,978,375,50
9455,Alex,2004,8,6,6,46.1,-44.2,hurricane,1,65,984,375,50
9511,Charley,2004,8,11,18,16.7,-76.8,hurricane,1,65,993,150,25
9512,Charley,2004,8,12,0,17.4,-78.1,hurricane,1,65,992,150,25
9513,Charley,2004,8,12,6,18.2,-79.3,hurricane,1,75,988,150,20
9514,Charley,2004,8,12,12,19.2,-80.7,hurricane,1,80,984,165,35
9515,Charley,2004,8,12,18,20.5,-81.6,hurricane,2,90,980,180,40
9516,Charley,2004,8,13,0,21.7,-82.2,hurricane,2,90,976,180,40
9517,Charley,2004,8,13,4,22.7,-82.6,hurricane,3,105,966,NA,NA
9518,Charley,2004,8,13,6,23,-82.6,hurricane,3,105,966,180,40
9519,Charley,2004,8,13,12,24.4,-82.9,hurricane,2,95,969,165,40
9520,Charley,2004,8,13,18,26.1,-82.4,hurricane,4,125,947,125,30
9521,Charley,2004,8,13,19,26.6,-82.2,hurricane,4,130,941,NA,NA
9522,Charley,2004,8,13,20,26.9,-82.1,hurricane,4,125,942,NA,NA
9523,Charley,2004,8,14,0,28.1,-81.6,hurricane,1,75,970,115,40
9524,Charley,2004,8,14,6,30.1,-80.8,hurricane,1,75,993,140,60
9525,Charley,2004,8,14,12,32.3,-79.7,hurricane,1,65,988,140,40
9526,Charley,2004,8,14,14,33,-79.4,hurricane,1,70,992,NA,NA
9527,Charley,2004,8,14,16,33.8,-78.7,hurricane,1,65,997,NA,NA
9538,Danielle,2004,8,15,0,13.8,-29.3,hurricane,1,65,987,195,40
9539,Danielle,2004,8,15,6,14.1,-30.8,hurricane,1,75,981,195,45
9540,Danielle,2004,8,15,12,14.7,-32.1,hurricane,1,80,978,195,45
9541,Danielle,2004,8,15,18,15.2,-33.5,hurricane,2,85,975,195,50
9542,Danielle,2004,8,16,0,16,-34.8,hurricane,2,90,970,190,40
9543,Danielle,2004,8,16,6,16.8,-36,hurricane,2,90,970,180,40
9544,Danielle,2004,8,16,12,17.7,-37.2,hurricane,2,90,970,165,40
9545,Danielle,2004,8,16,18,19,-38.2,hurricane,2,95,964,150,45
9546,Danielle,2004,8,17,0,20.3,-38.9,hurricane,2,95,965,150,45
9547,Danielle,2004,8,17,6,21.7,-39.6,hurricane,2,90,970,150,40
9548,Danielle,2004,8,17,12,23.3,-40,hurricane,2,90,970,150,35
9549,Danielle,2004,8,17,18,24.6,-40.3,hurricane,2,85,974,150,40
9550,Danielle,2004,8,18,0,25.9,-40.6,hurricane,1,75,981,150,40
9551,Danielle,2004,8,18,6,27.3,-40.3,hurricane,1,65,985,130,20
9594,Frances,2004,8,26,18,13.3,-45.8,hurricane,1,65,987,125,15
9595,Frances,2004,8,27,0,13.7,-46.8,hurricane,1,70,984,135,15
9596,Frances,2004,8,27,6,14.2,-47.8,hurricane,1,75,980,135,30
9597,Frances,2004,8,27,12,14.7,-48.5,hurricane,2,90,970,145,35
9598,Frances,2004,8,27,18,15.4,-49.3,hurricane,3,100,962,170,40
9599,Frances,2004,8,28,0,15.9,-50,hurricane,3,100,962,170,40
9600,Frances,2004,8,28,6,16.6,-50.9,hurricane,3,100,962,180,40
9601,Frances,2004,8,28,12,17.2,-51.6,hurricane,3,105,958,180,50
9602,Frances,2004,8,28,18,17.7,-52.3,hurricane,4,115,948,190,60
9603,Frances,2004,8,29,0,18.1,-52.9,hurricane,4,115,948,210,60
9604,Frances,2004,8,29,6,18.4,-53.6,hurricane,4,115,948,220,65
9605,Frances,2004,8,29,12,18.6,-54.4,hurricane,4,115,948,245,70
9606,Frances,2004,8,29,18,18.8,-55,hurricane,3,110,948,260,70
9607,Frances,2004,8,30,0,18.9,-55.8,hurricane,3,105,954,260,70
9608,Frances,2004,8,30,6,19,-56.8,hurricane,3,100,958,260,70
9609,Frances,2004,8,30,12,19.2,-58.1,hurricane,3,100,956,270,75
9610,Frances,2004,8,30,18,19.4,-59.3,hurricane,3,110,948,280,90
9611,Frances,2004,8,31,0,19.6,-60.7,hurricane,3,110,946,290,90
9612,Frances,2004,8,31,6,19.8,-62.1,hurricane,4,115,950,290,100
9613,Frances,2004,8,31,12,20,-63.5,hurricane,4,120,949,290,100
9614,Frances,2004,8,31,18,20.3,-65,hurricane,4,125,942,290,105
9615,Frances,2004,9,1,0,20.6,-66.4,hurricane,4,120,941,290,110
9616,Frances,2004,9,1,6,21,-67.9,hurricane,4,120,939,290,115
9617,Frances,2004,9,1,7,21.1,-68.1,hurricane,4,120,935,NA,NA
9618,Frances,2004,9,1,12,21.4,-69.1,hurricane,4,120,937,290,115
9619,Frances,2004,9,1,18,21.8,-70.4,hurricane,4,120,941,290,115
9620,Frances,2004,9,2,0,22.2,-71.4,hurricane,4,120,939,290,120
9621,Frances,2004,9,2,6,22.7,-72.5,hurricane,4,125,937,290,120
9622,Frances,2004,9,2,7,22.8,-72.8,hurricane,4,125,936,NA,NA
9623,Frances,2004,9,2,12,23.2,-73.5,hurricane,4,120,939,290,120
9624,Frances,2004,9,2,18,23.8,-74.3,hurricane,4,115,948,300,120
9625,Frances,2004,9,2,19,24,-74.5,hurricane,3,110,948,NA,NA
9626,Frances,2004,9,3,0,24.2,-75,hurricane,3,105,948,310,120
9627,Frances,2004,9,3,5,24.6,-75.6,hurricane,3,100,954,NA,NA
9628,Frances,2004,9,3,6,24.7,-75.7,hurricane,3,100,954,300,130
9629,Frances,2004,9,3,10,25.1,-76.1,hurricane,2,95,956,NA,NA
9630,Frances,2004,9,3,12,25.3,-76.3,hurricane,2,95,958,310,140
9631,Frances,2004,9,3,18,25.7,-77.1,hurricane,2,90,960,310,150
9632,Frances,2004,9,4,0,26,-77.5,hurricane,2,85,960,320,145
9633,Frances,2004,9,4,6,26.4,-77.9,hurricane,2,85,960,320,135
9634,Frances,2004,9,4,10,26.6,-78.2,hurricane,2,90,961,NA,NA
9635,Frances,2004,9,4,12,26.8,-78.5,hurricane,2,90,962,320,135
9636,Frances,2004,9,4,18,26.8,-79.1,hurricane,2,90,962,320,135
9637,Frances,2004,9,5,0,27,-79.4,hurricane,2,95,958,320,135
9638,Frances,2004,9,5,4,27.2,-80.2,hurricane,2,90,960,NA,NA
9639,Frances,2004,9,5,6,27.2,-80.2,hurricane,2,90,960,320,120
9640,Frances,2004,9,5,12,27.4,-80.7,hurricane,1,80,969,300,90
9670,Gaston,2004,8,29,12,32.8,-79.5,hurricane,1,65,986,80,10
9671,Gaston,2004,8,29,14,33,-79.6,hurricane,1,65,985,NA,NA
9716,Ivan,2004,9,5,6,9.5,-43.4,hurricane,1,65,987,180,40
9717,Ivan,2004,9,5,12,9.8,-45.1,hurricane,2,85,977,200,40
9718,Ivan,2004,9,5,18,10.2,-46.8,hurricane,3,110,955,200,40
9719,Ivan,2004,9,6,0,10.6,-48.5,hurricane,4,115,948,220,60
9720,Ivan,2004,9,6,6,10.8,-50.5,hurricane,3,110,950,220,60
9721,Ivan,2004,9,6,12,11,-52.5,hurricane,3,110,955,240,60
9722,Ivan,2004,9,6,18,11.3,-54.4,hurricane,2,90,969,170,45
9723,Ivan,2004,9,7,0,11.2,-56.1,hurricane,2,90,964,190,60
9724,Ivan,2004,9,7,6,11.3,-57.8,hurricane,2,95,965,200,75
9725,Ivan,2004,9,7,12,11.6,-59.4,hurricane,3,100,963,200,75
9726,Ivan,2004,9,7,18,11.8,-61.1,hurricane,3,105,956,265,75
9727,Ivan,2004,9,7,21,11.9,-61.8,hurricane,3,110,952,NA,NA
9728,Ivan,2004,9,8,0,12,-62.6,hurricane,4,115,950,265,80
9729,Ivan,2004,9,8,6,12.3,-64.1,hurricane,4,120,946,265,80
9730,Ivan,2004,9,8,12,12.6,-65.5,hurricane,4,120,955,265,80
9731,Ivan,2004,9,8,18,13,-67,hurricane,4,120,950,265,80
9732,Ivan,2004,9,9,0,13.3,-68.3,hurricane,4,130,938,265,75
9733,Ivan,2004,9,9,6,13.7,-69.5,hurricane,5,140,925,265,75
9734,Ivan,2004,9,9,12,14.2,-70.8,hurricane,5,140,919,265,75
9735,Ivan,2004,9,9,18,14.7,-71.9,hurricane,4,130,921,215,60
9736,Ivan,2004,9,10,0,15.2,-72.8,hurricane,4,130,923,240,80
9737,Ivan,2004,9,10,6,15.7,-73.8,hurricane,4,125,930,240,80
9738,Ivan,2004,9,10,12,16.2,-74.7,hurricane,4,125,934,240,75
9739,Ivan,2004,9,10,18,16.8,-75.8,hurricane,4,120,940,240,75
9740,Ivan,2004,9,11,0,17.3,-76.5,hurricane,4,135,926,240,80
9741,Ivan,2004,9,11,3,17.4,-77.2,hurricane,4,130,924,NA,NA
9742,Ivan,2004,9,11,6,17.4,-77.6,hurricane,4,130,923,250,70
9743,Ivan,2004,9,11,12,17.7,-78.4,hurricane,4,125,925,250,70
9744,Ivan,2004,9,11,18,18,-79,hurricane,5,145,920,250,90
9745,Ivan,2004,9,12,0,18.2,-79.6,hurricane,5,145,910,250,120
9746,Ivan,2004,9,12,6,18.4,-80.4,hurricane,4,135,915,250,105
9747,Ivan,2004,9,12,12,18.8,-81.2,hurricane,4,135,919,270,125
9748,Ivan,2004,9,12,14,18.9,-81.5,hurricane,4,130,920,NA,NA
